event_date,mkt_medium,unique_visitors,product_visitors,segment_visitors,rfqs,sales
2017-08-03,email,307,63,29,41,20
2017-04-01,,307,49,68,128,29
2017-07-03,social,306,6,1,1,0
2018-04-02,,305,37,65,103,21
2017-09-17,email,304,39,15,16,7
2017-09-01,social,304,6,1,0,0
2018-02-21,display,304,2,0,0,0
2017-11-30,,304,28,47,222,66
2017-02-10,email,304,67,28,33,14
2018-02-27,display,303,2,0,0,0
2018-02-09,display,303,3,0,1,0
2018-02-16,display,302,4,2,2,0
2017-12-29,,302,27,46,172,50
2017-11-24,,302,31,49,274,105
2018-02-04,display,302,1,0,0,0
2017-02-13,email,302,71,28,46,20
2017-12-27,,301,33,46,154,46
2018-05-25,,301,29,61,242,65
2017-08-12,email,301,45,24,24,6
2018-04-27,,301,30,63,262,78
2017-12-26,partner,300,295,248,219,31
2018-05-21,social,300,4,3,2,0
2017-12-20,email,300,43,23,27,11
2017-09-11,email,300,63,33,46,23
2017-04-17,,299,45,61,77,16
2017-12-12,display,299,15,6,4,0
2017-07-05,social,299,7,2,3,1
2017-10-18,email,299,53,29,50,24
2017-12-04,,299,39,57,261,76
2018-02-16,email,298,62,47,58,22
2018-05-31,email,298,48,35,49,21
2017-06-16,social,298,6,3,1,0
2018-03-08,social,298,16,10,5,1
2018-01-11,social,297,5,4,2,0
2017-03-12,,297,48,68,57,6
2018-01-30,display,297,7,1,1,0
2018-02-24,display,296,5,1,0,0
2018-04-12,,296,25,60,251,67
2018-01-28,,296,30,52,48,8
2017-04-27,email,296,102,65,49,15
2018-02-08,display,296,4,2,3,1
2017-08-14,email,295,59,32,49,27
2017-09-08,,295,37,58,278,76
2017-08-28,,294,52,78,128,22
2018-02-20,display,294,3,1,1,1
2017-07-08,social,294,7,3,1,0
2017-06-28,social,294,12,5,2,1
2017-03-14,email,293,73,40,61,23
2018-05-08,email,292,69,47,69,36
2018-04-04,email,292,81,56,69,29
2018-04-22,,292,25,34,39,9
2017-11-17,,292,33,57,258,79
2018-04-18,email,291,41,26,43,15
2018-03-17,email,291,67,39,43,14
2018-02-03,display,290,2,1,1,0
2017-09-08,email,290,75,52,66,24
2017-01-17,email,290,70,36,41,20
2017-08-05,,289,40,91,113,15
2017-12-21,email,289,39,31,35,16
2017-09-15,,289,30,56,251,83
2017-07-10,email,289,63,35,51,30
2018-02-12,display,288,1,1,1,0
2017-06-10,email,287,62,34,37,14
2018-04-10,,287,12,44,377,115
2017-09-29,,287,27,62,259,88
2017-09-29,email,287,85,52,62,16
2018-02-04,,285,27,54,41,4
2017-01-02,,285,50,74,62,7
2017-03-22,email,285,76,53,59,27
2017-02-04,,285,44,59,113,22
2018-03-02,display,284,2,0,0,0
2018-02-07,display,284,5,2,3,0
2017-06-03,,284,36,58,94,31
2017-07-06,social,284,3,1,1,0
2018-01-09,,283,46,89,289,81
2018-01-27,,282,24,39,101,31
2017-12-12,,282,33,51,221,62
2017-01-28,,282,41,54,123,36
2017-03-05,,282,43,64,56,11
2018-02-25,display,282,5,1,0,0
2017-09-02,social,281,5,1,1,0
2018-02-26,display,281,2,0,0,0
2017-07-07,social,280,10,3,3,1
2017-04-14,,279,45,54,111,28
2017-01-18,email,277,74,47,60,27
2018-02-11,display,277,5,1,0,0
2017-01-08,,277,47,63,68,9
2017-09-30,email,276,58,33,33,10
2018-04-26,social,276,10,6,4,1
2017-06-12,email,275,77,40,60,25
2017-04-12,email,274,99,35,36,22
2018-01-01,,274,34,41,38,4
2018-04-05,email,274,61,46,57,32
2017-09-05,social,273,7,2,0,0
2018-02-22,display,272,3,0,0,0
2017-01-15,,271,48,59,61,12
2018-02-05,display,271,6,4,1,1
2018-03-29,email,270,60,41,48,20
2017-07-16,,270,45,65,68,11
2018-04-13,,270,21,52,260,74
2017-05-12,email,270,30,21,30,9
2018-02-02,display,270,1,1,0,0
2017-01-15,email,269,57,28,29,11
2017-12-06,,269,31,58,233,69
2017-02-05,,268,58,72,71,9
2018-05-18,,268,33,50,217,66
2017-12-13,,268,27,52,224,77
2017-04-02,,268,40,61,60,6
2017-07-01,,267,45,56,102,36
2018-05-04,,267,18,43,214,50
2018-03-04,display,267,6,1,0,0
2017-02-26,,267,40,59,63,8
2017-03-15,email,267,79,35,48,23
2017-02-18,,266,38,54,116,25
2017-10-06,,266,39,53,262,83
2017-12-05,,266,36,56,224,56
2018-03-28,email,265,63,42,57,26
2017-06-13,email,265,64,32,46,14
2017-05-20,,264,49,65,100,20
2017-08-11,email,264,48,28,38,15
2017-10-15,email,264,57,36,42,19
2018-03-16,,263,35,64,251,87
2018-01-21,,263,27,55,49,7
2017-01-21,,263,29,41,140,39
2018-05-03,email,262,48,39,43,22
2017-03-26,,262,41,54,50,8
2017-03-15,social,262,11,5,2,0
2017-08-12,,262,41,49,101,25
2017-02-25,,262,55,72,134,39
2017-12-25,cpc,261,135,84,59,6
2018-05-28,email,261,29,25,21,11
2017-12-01,email,261,44,25,35,12
2018-04-19,email,260,49,33,48,23
2017-10-08,,260,37,52,50,7
2018-01-01,display,260,10,5,3,0
2017-10-01,,259,24,46,45,12
2018-02-18,,258,31,51,51,6
2017-12-28,,258,26,46,136,37
2018-04-14,email,258,28,21,24,10
2017-06-11,email,257,53,28,26,9
2017-02-13,social,257,5,2,3,0
2018-05-28,,257,25,46,76,23
2017-12-24,partner,256,253,211,191,34
2017-06-11,,256,43,67,57,8
2017-10-17,email,256,54,28,50,27
2018-03-25,email,255,60,41,36,12
2017-05-13,,255,47,68,133,21
2017-12-07,,254,28,50,212,64
2018-04-01,cpc,254,156,112,98,13
2017-01-14,,254,49,60,130,31
2018-05-24,social,253,4,2,1,1
2017-09-09,email,252,43,26,31,10
2018-03-11,,252,35,59,54,7
2017-07-02,,251,48,55,52,5
2017-01-27,email,251,63,33,38,15
2018-03-04,,251,30,42,47,4
2017-04-23,,250,44,68,61,7
2018-01-13,,249,21,38,90,31
2017-04-20,social,248,4,2,2,0
2017-08-30,email,248,54,29,38,20
2017-07-15,,247,43,54,103,24
2018-06-02,display,247,9,3,2,0
2017-08-06,,247,46,107,58,7
2017-07-30,,247,42,61,51,4
2017-06-04,,246,55,63,58,10
2017-02-12,email,246,41,20,22,8
2017-08-13,,245,48,58,53,6
2018-01-07,display,245,8,6,5,1
2017-06-24,,245,39,49,98,31
2017-05-07,,244,43,46,47,8
2017-09-12,email,244,78,38,48,19
2017-07-09,,244,42,55,51,8
2017-01-19,email,243,58,33,54,25
2017-10-24,email,243,86,37,47,29
2017-07-11,social,242,5,3,4,0
2017-07-29,,242,37,50,93,34
2018-02-25,,242,25,57,53,8
2017-02-12,social,242,2,1,0,0
2017-10-23,email,242,74,38,44,28
2017-03-19,,242,34,59,51,8
2017-11-21,email,242,81,41,46,18
2017-10-14,email,241,43,18,25,9
2018-04-20,email,241,50,42,62,17
2018-03-31,cpc,240,124,80,81,19
2018-01-20,,240,29,50,90,21
2017-04-09,,240,34,48,45,6
2017-10-19,email,240,56,31,44,22
2017-01-31,social,240,8,5,9,1
2017-01-25,social,240,18,11,6,0
2017-01-29,,239,50,63,57,7
2017-09-06,social,239,7,1,1,0
2017-06-25,,239,59,78,74,7
2017-12-23,email,239,19,11,12,5
2017-02-01,email,239,72,34,46,21
2017-01-19,social,239,13,7,6,0
2017-05-09,social,238,6,4,4,0
2017-03-27,email,238,68,34,47,16
2017-04-10,email,238,51,29,42,21
2017-08-30,social,238,3,0,0,0
2017-05-24,email,237,30,20,20,2
2017-12-21,display,237,9,1,2,0
2017-10-06,email,237,88,61,83,30
2017-08-19,,237,37,50,93,20
2017-08-20,,237,52,71,68,10
2017-02-15,email,237,62,24,29,6
2017-05-16,email,237,37,24,27,9
2017-04-11,email,236,59,36,39,19
2017-08-28,social,236,2,1,1,1
2017-09-13,email,235,51,26,41,15
2017-11-17,email,235,32,14,32,14
2017-08-24,email,235,60,35,36,14
2017-11-22,email,234,72,38,45,14
2017-08-29,email,234,75,31,40,17
2017-08-17,email,234,48,29,30,14
2017-02-11,,233,51,63,125,43
2017-01-14,email,233,49,28,40,6
2017-07-28,email,233,46,22,25,11
2018-04-07,,233,12,29,90,22
2018-04-02,email,232,44,31,30,16
2017-01-22,,232,33,53,49,9
2017-10-26,email,232,63,38,47,20
2017-06-15,email,232,65,25,36,25
2017-09-14,email,231,64,32,40,20
2017-08-13,email,231,38,19,23,9
2017-04-07,email,231,60,29,33,19
2017-07-22,,231,31,47,105,28
2018-06-01,display,229,11,0,0,0
2017-01-24,social,229,12,5,4,2
2017-12-31,,229,26,27,25,3
2017-07-09,email,229,25,15,16,5
2017-12-01,,228,29,47,226,81
2017-10-10,social,228,3,3,3,1
2017-02-28,email,228,79,41,50,24
2017-04-25,email,228,103,45,41,23
2018-04-29,,228,23,49,49,5
2018-03-24,email,228,45,29,40,15
2018-05-27,email,228,26,19,21,9
2017-11-12,,227,31,49,50,9
2018-01-15,social,227,2,2,1,0
2017-04-15,,227,34,41,86,18
2017-12-22,email,227,31,19,24,10
2017-03-25,,227,30,44,93,28
2017-05-28,,226,39,50,43,6
2017-08-26,,226,32,45,76,21
2017-08-16,email,226,52,29,34,19
2017-07-07,email,226,50,30,39,18
2018-05-04,email,225,38,29,48,17
2017-07-09,social,224,6,4,1,0
2017-05-17,email,224,31,19,23,11
2017-01-23,email,224,61,35,44,16
2018-06-01,email,224,32,24,36,15
2018-05-04,display,223,4,0,0,0
2017-03-01,email,223,88,48,55,20
2018-01-10,,222,23,64,269,69
2017-12-15,,222,14,32,173,59
2017-12-15,display,222,5,1,2,1
2017-06-14,email,221,43,15,28,17
2018-01-14,,221,30,40,37,10
2017-02-14,email,221,41,16,29,12
2017-04-29,,221,33,45,86,22
2017-12-13,display,221,10,3,3,0
2018-01-08,display,221,10,4,8,4
2017-02-11,email,221,55,23,24,8
2018-01-10,social,221,5,2,2,0
2017-07-13,email,220,38,21,29,9
2017-03-18,,220,33,57,107,26
2017-05-14,,220,24,49,45,6
2017-06-19,email,219,60,26,31,20
2017-08-18,email,219,49,17,27,22
2017-01-25,email,219,70,36,50,19
2017-10-29,,218,21,40,38,6
2017-10-31,email,218,67,31,42,17
2017-05-27,,217,34,47,85,31
2017-10-22,,217,25,50,51,9
2017-06-20,social,217,4,3,2,0
2018-05-13,,217,17,33,38,11
2017-12-23,display,216,5,0,1,0
2017-07-08,email,216,27,18,18,6
2017-08-09,social,216,2,2,1,0
2017-03-22,social,216,2,2,1,0
2017-11-05,,216,30,39,37,5
2017-06-18,,215,39,52,51,4
2018-05-07,email,215,49,37,40,10
2017-01-24,email,215,59,32,46,27
2017-02-02,email,214,68,40,47,15
2018-05-07,,214,9,26,65,12
2017-04-30,,214,30,50,42,6
2017-02-12,,214,43,64,60,11
2018-04-06,email,214,53,40,49,21
2017-06-30,email,214,42,19,26,18
2018-05-26,email,214,25,19,26,4
2018-05-22,social,214,1,0,0,0
2017-03-13,social,214,3,2,0,0
2017-12-20,display,213,5,2,3,4
2017-01-20,email,213,56,25,33,14
2017-02-07,social,213,13,8,5,2
2017-07-08,,212,38,48,92,22
2017-07-19,email,212,51,25,33,16
2017-09-07,social,211,4,0,1,0
2017-11-19,,211,24,46,46,9
2018-02-11,,211,22,42,43,10
2017-07-18,email,211,66,28,36,15
2017-09-10,email,211,42,23,30,8
2018-03-30,email,211,26,22,32,11
2017-12-22,display,211,6,1,1,0
2017-10-20,email,210,44,24,36,11
2017-09-03,social,210,3,0,0,0
2018-03-25,,210,24,37,44,6
2017-03-29,email,210,55,25,30,11
2017-10-30,email,210,72,39,49,25
2017-01-16,social,210,18,7,7,3
2018-05-23,social,209,5,5,2,0
2017-05-14,email,208,22,18,18,3
2017-01-11,social,208,13,7,6,1
2017-12-14,,208,21,39,214,63
2017-08-12,social,208,9,2,2,0
2017-05-21,,207,27,45,40,8
2017-02-04,social,206,4,1,1,0
2017-01-27,social,206,18,11,5,0
2018-04-15,,206,20,34,33,7
2017-09-22,email,206,58,32,37,17
2017-03-19,email,205,45,22,22,1
2017-11-11,,205,26,34,106,34
2018-06-03,display,205,5,0,0,0
2017-07-17,email,205,56,21,27,15
2017-06-22,social,205,9,4,5,1
2018-01-05,display,204,5,3,3,2
2017-03-28,email,204,62,25,35,27
2017-07-14,email,204,46,22,30,21
2017-09-15,email,204,52,33,41,15
2017-12-18,,203,34,59,216,65
2017-12-28,email,203,37,21,23,11
2017-12-19,display,203,11,5,5,0
2017-08-27,,203,37,54,46,9
2017-01-10,social,202,11,6,5,0
2017-04-18,email,202,63,38,44,22
2018-03-18,,202,25,51,46,9
2017-01-03,social,202,16,10,11,1
2017-03-03,email,201,49,25,36,14
2017-08-04,email,201,53,25,29,12
2018-03-31,email,201,34,20,24,4
2018-03-17,,200,20,35,94,25
2018-03-30,,199,22,38,76,17
2017-09-24,,198,25,47,46,8
2017-02-16,email,198,51,27,37,18
2017-06-20,email,197,67,31,42,19
2018-02-17,,197,23,46,96,35
2017-08-31,email,197,42,22,29,16
2018-05-23,display,197,5,1,0,0
2017-02-24,email,197,54,24,38,20
2017-09-10,,197,16,32,38,2
2018-05-03,display,197,3,2,2,0
2017-03-02,email,196,55,29,40,10
2017-01-23,social,196,13,7,8,1
2017-09-23,,195,26,37,86,23
2017-12-08,,195,21,39,191,58
2017-03-18,email,195,41,20,20,3
2017-01-26,social,195,17,11,11,2
2017-12-14,display,194,8,4,11,1
2018-05-27,,194,17,30,29,3
2017-09-01,email,194,45,15,22,9
2017-10-25,email,194,56,29,41,19
2017-11-01,email,194,49,32,35,19
2018-05-26,display,193,4,1,1,0
2017-08-25,email,192,38,24,34,16
2018-03-10,,191,19,36,89,25
2017-09-13,social,191,4,0,0,0
2017-04-16,,190,24,33,27,4
2017-02-03,email,190,56,29,31,15
2017-01-26,email,190,52,27,32,12
2017-10-28,,190,23,42,105,27
2018-05-27,display,190,4,1,0,0
2017-01-04,social,190,12,9,9,0
2018-05-30,display,190,9,0,0,0
2017-06-26,social,189,13,6,2,1
2017-06-07,social,189,3,1,1,1
2018-03-24,,189,20,38,86,22
2017-03-30,email,189,62,34,48,22
2018-05-28,display,188,1,0,0,0
2017-02-19,email,187,59,25,28,14
2018-06-02,email,187,21,12,15,8
2017-04-20,email,187,55,26,34,20
2018-05-31,display,187,3,0,0,0
2017-12-30,,187,19,28,29,6
2017-06-16,email,186,43,18,20,9
2018-02-24,,186,19,37,94,23
2017-08-08,social,186,3,0,0,0
2018-02-10,,186,25,38,91,25
2018-06-03,,186,16,43,45,5
2017-12-19,,185,19,35,207,57
2017-11-19,email,185,30,19,20,10
2017-02-01,social,185,13,8,8,4
2017-05-13,email,185,18,14,22,8
2018-01-04,display,185,4,2,3,0
2018-03-30,cpc,185,78,58,85,31
2017-09-17,,185,25,39,40,13
2017-04-19,email,185,45,28,30,11
2017-12-02,,184,18,23,77,24
2017-11-24,email,184,34,22,35,19
2018-04-08,,184,17,41,41,4
2017-06-17,,184,31,49,44,12
2017-10-21,,183,24,30,84,17
2017-11-07,social,183,3,1,1,0
2018-05-15,social,183,1,1,1,1
2017-11-08,social,182,5,2,0,0
2017-11-18,email,182,37,17,18,8
2017-08-14,social,182,1,1,1,1
2017-03-23,email,182,50,28,42,16
2017-09-25,social,182,5,3,1,0
2017-01-01,,181,26,27,35,5
2017-09-08,social,181,1,1,1,0
2018-04-24,social,181,3,1,2,0
2018-04-24,display,180,3,1,0,0
2017-03-16,social,180,12,5,1,0
2018-05-02,display,178,3,0,0,0
2017-12-27,email,178,27,22,21,4
2017-06-22,email,178,48,29,34,13
2017-04-13,email,178,31,10,20,14
2017-04-09,email,178,43,21,21,6
2018-05-24,display,178,2,1,0,0
2017-11-02,email,176,43,22,32,16
2018-01-07,,176,23,36,41,5
2017-09-30,,175,24,31,64,20
2017-06-21,email,175,45,16,29,18
2017-05-31,email,175,41,26,25,15
2017-08-29,social,175,6,2,1,0
2017-05-17,social,175,2,2,2,0
2017-07-17,social,174,1,0,1,0
2017-11-26,,174,17,31,26,7
2017-09-24,email,174,38,22,21,6
2018-04-28,,174,14,37,81,18
2018-04-10,display,174,2,0,1,0
2017-11-03,email,173,42,20,26,15
2018-04-01,email,173,33,25,25,3
2017-05-02,email,173,47,37,40,8
2017-03-25,email,172,45,24,22,13
2017-09-09,,172,20,39,83,23
2017-09-09,social,172,6,2,1,0
2017-10-15,,172,22,43,36,4
2017-12-29,email,172,48,27,31,17
2018-06-03,email,171,20,15,18,7
2017-01-12,social,171,6,3,2,1
2017-10-12,social,171,9,8,5,0
2018-04-21,,171,8,23,62,15
2017-08-20,email,171,38,14,12,9
2017-12-30,email,170,31,17,15,5
2018-05-14,social,170,5,3,2,0
2017-09-16,,170,15,40,78,22
2017-04-28,email,170,43,30,26,10
2017-03-31,email,169,48,19,32,17
2017-04-24,email,169,73,38,52,27
2017-01-22,email,169,21,10,5,0
2017-12-03,,168,18,35,29,7
2018-05-10,display,168,2,0,0,0
2017-10-29,email,168,49,26,26,10
2017-09-23,email,167,40,23,25,5
2017-03-24,email,167,47,18,35,16
2017-12-21,,166,35,50,154,29
2017-10-14,,165,17,35,85,34
2017-12-30,display,165,8,1,1,0
2017-12-22,,165,16,32,118,42
2017-05-18,email,165,31,20,30,6
2017-05-03,email,165,31,24,35,15
2017-08-28,email,165,44,24,19,9
2017-01-28,social,164,12,8,8,0
2018-04-14,,164,16,31,71,15
2017-10-22,email,164,40,16,15,5
2017-08-31,social,163,1,0,0,0
2017-02-06,social,163,9,8,6,1
2017-11-22,social,163,12,9,6,1
2017-05-22,email,162,33,23,23,8
2017-07-20,email,161,43,12,19,11
2017-01-07,social,161,8,4,3,1
2018-04-12,display,161,0,0,0,0
2018-01-09,social,161,6,4,5,2
2017-04-08,,161,29,34,99,26
2017-02-17,email,160,43,20,29,4
2017-01-13,social,160,8,3,3,0
2017-01-01,social,160,15,9,7,1
2017-02-08,social,160,6,3,2,0
2018-02-01,display,160,4,1,0,0
2017-06-25,social,160,4,2,1,0
2017-03-14,social,160,5,2,2,0
2018-06-02,,160,22,35,84,22
2017-04-05,social,160,5,3,1,1
2018-05-05,email,159,40,29,25,6
2018-04-30,social,159,8,4,3,0
2017-07-21,email,159,43,20,33,14
2017-12-10,,159,17,31,31,3
2018-03-16,display,158,7,3,3,1
2017-11-25,,158,17,31,77,21
2017-01-21,email,158,41,21,22,10
2017-07-12,social,158,2,1,2,0
2017-07-19,social,158,7,2,2,1
2017-12-20,,158,22,35,176,41
2017-10-21,email,158,35,12,19,9
2017-02-18,email,157,40,17,16,9
2017-10-28,email,157,33,18,16,10
2017-02-02,social,157,9,5,3,0
2018-05-25,display,157,2,0,0,0
2017-06-01,email,156,46,14,23,9
2018-01-04,social,156,3,3,2,2
2018-04-05,display,156,1,1,1,0
2018-05-08,social,156,8,4,5,2
2018-01-03,display,156,8,5,4,1
2017-11-18,,155,33,48,92,33
2017-11-23,email,155,41,26,36,12
2017-05-25,email,155,22,17,23,11
2018-05-06,email,155,26,13,12,4
2018-05-26,,155,14,25,76,21
2018-04-29,social,155,3,1,1,0
2018-05-21,display,155,3,0,0,0
2018-04-28,display,155,3,0,0,0
2017-04-21,email,154,44,17,22,14
2018-01-15,display,154,13,6,6,1
2017-08-26,email,154,31,12,17,12
2018-05-18,display,153,2,0,0,0
2018-01-01,email,153,38,26,24,9
2017-10-01,social,153,4,1,1,0
2017-08-11,social,152,1,1,0,0
2017-05-19,email,152,18,13,16,9
2018-04-11,social,152,3,1,2,1
2017-12-24,email,151,18,11,12,1
2017-01-20,social,151,12,6,5,1
2017-05-01,email,151,36,26,30,8
2017-07-16,email,151,35,18,14,8
2018-05-20,,151,23,44,42,10
2017-10-27,email,151,34,17,24,13
2017-05-10,social,151,4,2,1,0
2018-05-12,social,151,3,2,1,0
2017-11-11,social,150,11,3,1,0
2018-05-22,display,150,3,1,1,0
2017-12-24,display,149,4,0,0,0
2017-07-15,email,149,35,14,12,3
2017-05-30,email,149,20,14,13,7
2017-09-14,social,149,2,1,1,0
2018-05-01,display,148,3,1,1,1
2017-12-16,display,148,7,1,1,0
2018-04-01,,147,8,16,15,1
2018-05-11,display,147,6,1,1,0
2017-12-31,email,147,29,17,20,10
2018-04-13,display,147,1,1,1,0
2017-02-22,social,147,4,3,1,1
2017-01-06,social,146,8,2,5,1
2017-06-02,email,146,48,21,27,12
2018-04-30,display,146,2,1,1,0
2017-06-23,email,146,34,14,24,12
2017-02-03,social,146,12,6,4,1
2017-02-05,social,145,14,7,5,0
2018-04-29,display,145,1,0,0,0
2018-04-25,display,145,2,2,2,0
2017-01-22,social,144,10,7,7,2
2018-05-06,,144,8,23,19,1
2018-05-13,social,144,6,5,5,0
2018-03-31,,144,19,31,80,22
2017-12-29,display,144,4,1,1,0
2017-05-20,email,144,18,15,16,2
2018-05-13,display,143,3,1,1,0
2017-11-19,social,143,9,5,3,0
2017-08-21,social,143,2,2,1,0
2018-01-22,social,143,8,4,1,0
2017-05-29,email,143,29,21,22,5
2018-04-27,display,143,2,1,1,0
2017-01-05,social,143,12,5,3,0
2017-08-27,social,142,5,2,1,0
2017-05-04,email,142,27,18,23,7
2017-08-27,email,141,30,13,14,8
2018-05-29,display,141,1,0,0,0
2017-11-20,social,140,8,3,2,1
2018-01-18,social,140,2,0,0,0
2017-03-08,social,140,3,2,2,0
2017-08-22,social,140,2,0,0,0
2017-01-09,social,140,13,6,5,3
2018-05-19,display,140,5,0,0,0
2018-05-30,social,140,7,5,2,1
2017-01-21,social,139,6,3,2,1
2018-04-26,display,139,3,1,1,0
2017-04-14,email,139,29,17,16,5
2017-01-14,social,139,7,4,2,0
2017-08-15,social,138,5,2,1,0
2017-08-19,email,138,24,10,12,7
2017-01-15,social,138,10,8,5,0
2018-05-10,social,138,3,2,2,1
2017-04-17,email,138,36,22,23,10
2018-04-17,social,137,3,0,0,0
2017-09-12,social,136,3,2,2,1
2017-08-13,social,136,2,1,0,0
2017-12-17,display,136,6,0,0,0
2017-06-23,social,136,3,3,2,1
2017-07-21,social,135,10,4,1,0
2017-12-21,social,135,2,1,1,0
2017-08-25,social,135,3,1,0,0
2017-06-17,email,134,22,9,11,3
2017-07-24,social,134,4,3,1,0
2017-06-25,email,134,32,16,16,6
2018-05-05,,133,10,19,50,22
2017-03-18,social,133,2,1,1,0
2017-01-02,social,133,12,7,5,3
2017-12-26,,133,13,20,15,1
2018-05-01,social,133,6,4,4,2
2018-04-10,social,133,4,3,3,0
2017-06-24,email,132,27,13,12,3
2017-03-07,social,132,4,2,2,0
2017-06-08,social,132,1,0,0,0
2017-12-25,partner,132,131,107,103,9
2017-06-06,social,132,6,3,1,0
2018-05-20,display,131,1,0,0,0
2017-06-21,social,131,4,2,3,1
2017-06-18,email,131,29,12,11,9
2017-07-14,social,131,3,1,1,1
2017-08-10,social,130,4,2,1,1
2017-02-23,social,130,7,6,5,2
2017-11-09,social,130,6,3,3,0
2017-04-15,email,129,37,16,15,5
2017-11-17,social,129,1,0,0,0
2018-05-09,social,129,11,7,4,0
2017-07-23,social,128,2,2,1,0
2017-05-05,email,128,22,16,25,9
2017-03-26,email,128,24,15,14,4
2017-12-18,display,127,4,3,3,1
2017-04-08,email,127,22,11,16,6
2018-05-11,social,127,3,2,1,0
2017-12-23,,126,10,22,17,1
2017-09-18,social,126,3,2,0,0
2017-05-26,email,125,20,13,12,6
2018-01-06,social,125,3,2,1,0
2018-04-27,social,124,4,2,3,1
2017-06-24,social,124,2,0,0,0
2017-03-19,social,124,6,3,1,0
2017-07-13,social,124,3,3,1,0
2017-04-29,email,123,28,20,19,4
2017-07-18,social,123,4,1,1,0
2017-10-09,social,123,4,2,0,0
2017-07-16,social,123,6,0,1,0
2017-04-27,social,122,2,2,0,0
2017-06-13,social,121,5,4,2,0
2017-11-21,social,121,7,3,1,0
2018-04-23,social,121,6,5,2,0
2017-06-18,social,121,0,0,0,0
2018-05-17,display,120,2,0,0,0
2017-12-16,,120,17,31,76,23
2017-12-31,display,120,4,2,2,1
2017-04-23,email,120,34,20,21,7
2017-07-20,social,120,1,0,0,0
2018-05-16,display,119,2,1,1,0
2017-08-24,social,119,3,0,0,0
2017-03-12,social,119,3,1,0,0
2018-05-19,,118,10,20,60,22
2017-08-07,social,118,0,0,1,0
2017-09-15,social,118,2,1,1,0
2017-09-20,social,118,1,0,0,0
2017-01-02,email,118,55,31,27,6
2017-07-15,social,117,2,2,2,0
2017-02-20,social,117,1,0,0,0
2017-08-20,social,117,4,2,1,0
2017-03-17,social,116,1,1,0,0
2017-11-18,social,115,2,2,1,0
2018-04-20,display,115,3,0,1,1
2017-12-26,display,115,2,1,1,0
2017-03-09,social,115,6,4,4,1
2017-01-08,social,114,10,4,4,0
2017-09-27,social,114,1,1,1,0
2017-04-28,social,114,0,0,1,0
2017-06-19,social,114,5,4,1,0
2017-11-04,social,113,10,2,2,0
2018-01-17,social,113,5,3,2,0
2017-12-14,social,113,0,0,0,0
2017-04-30,email,113,25,21,20,3
2018-01-12,social,112,5,1,0,0
2018-04-14,display,112,1,1,0,0
2017-09-26,social,111,3,2,1,0
2017-12-26,email,111,20,14,11,2
2017-03-06,social,111,2,2,2,0
2017-02-24,social,111,5,2,1,0
2017-11-24,social,111,2,1,1,0
2017-11-16,social,111,6,4,0,0
2017-11-10,social,111,3,4,3,1
2017-04-16,email,110,23,8,7,1
2017-01-12,affiliate,109,34,23,20,4
2017-06-17,social,108,1,0,0,0
2017-09-16,social,108,4,2,0,0
2017-03-21,social,108,1,1,1,0
2017-11-28,social,108,1,0,0,0
2018-01-23,social,107,0,1,1,0
2018-04-18,social,107,4,3,3,0
2017-09-11,social,106,2,1,0,0
2018-04-23,display,106,5,2,1,0
2017-05-27,email,106,17,12,8,2
2017-12-09,,106,10,21,48,14
2018-05-02,social,106,8,5,6,1
2017-04-06,social,105,4,3,1,0
2017-12-17,,105,20,33,27,2
2018-01-16,social,105,3,3,3,0
2018-04-12,social,104,6,4,3,0
2018-05-18,social,104,3,2,0,0
2017-04-22,email,104,28,11,11,5
2017-11-13,social,104,2,2,3,1
2018-04-19,social,103,3,2,1,1
2018-04-16,social,103,2,1,3,3
2017-12-28,display,103,6,2,3,0
2017-05-21,email,103,21,15,11,4
2017-12-11,social,103,2,0,0,0
2018-05-07,display,102,3,1,1,0
2017-09-10,social,102,4,1,1,0
2018-04-11,display,102,0,0,0,0
2018-04-17,display,102,2,1,1,0
2018-03-12,affiliate,102,60,39,32,5
2017-07-25,social,101,0,0,0,0
2018-05-29,social,101,2,1,0,0
2017-12-27,display,101,5,2,3,0
2017-11-01,social,101,9,5,5,2
2017-11-23,social,101,5,4,2,1
2017-02-14,social,101,2,2,2,0
2017-03-23,social,101,4,3,4,1
2017-08-23,social,100,2,2,1,0
2018-01-15,affiliate,100,62,48,44,7
2017-10-11,social,100,3,1,1,0
2018-04-07,social,99,4,3,1,1
2018-05-20,social,98,1,1,1,1
2017-11-14,social,98,2,1,2,1
2017-12-24,,98,6,8,10,1
2018-01-01,social,98,1,0,0,0
2018-05-16,social,98,4,2,2,0
2018-04-08,social,98,5,3,3,1
2017-12-25,display,97,0,0,0,0
2018-05-15,display,96,1,0,0,0
2017-11-02,social,96,3,1,2,1
2017-01-11,affiliate,96,42,22,19,3
2017-06-03,social,96,1,1,1,1
2018-05-26,social,96,2,2,0,0
2017-07-22,social,96,3,2,2,0
2018-04-06,social,96,4,2,2,0
2018-04-09,social,95,7,2,3,1
2017-08-16,social,95,2,2,2,1
2017-05-28,email,94,8,5,5,3
2017-12-25,email,94,10,6,2,0
2018-05-14,display,93,0,0,0,0
2017-10-09,affiliate,93,65,50,45,7
2017-02-19,social,93,3,1,0,0
2018-06-02,social,93,1,1,1,0
2018-05-17,social,93,2,1,1,1
2017-10-08,social,92,1,1,1,1
