event_date,mkt_medium,unique_visitors,product_visitors,segment_visitors,rfqs,sales
2018-05-03,partner,"1,474","1,399","1,178","1,155",236
2018-03-23,partner,"1,471","1,388","1,164","1,126",213
2017-02-22,partner,"1,464","1,464","1,220","1,159",211
2017-08-31,partner,"1,464","1,464","1,211","1,107",242
2017-03-21,partner,"1,462","1,462","1,202","1,169",215
2017-05-08,partner,"1,459","1,459","1,199","1,142",210
2018-02-26,email,"1,453",104,64,77,28
2017-03-27,partner,"1,451","1,451","1,181","1,095",199
2018-05-17,partner,"1,451","1,394","1,196","1,156",223
2017-02-23,partner,"1,451","1,451","1,225","1,153",213
2017-12-04,partner,"1,447","1,446","1,218","1,169",240
2017-05-15,partner,"1,447","1,447","1,195","1,154",228
2018-02-02,cpc,"1,444",805,645,614,152
2017-10-12,partner,"1,443","1,443","1,209","1,179",242
2017-10-28,display,"1,442",33,6,5,2
2017-03-22,partner,"1,440","1,439","1,165","1,108",205
2017-03-08,partner,"1,440","1,440","1,198","1,145",207
2017-04-24,partner,"1,435","1,434","1,222","1,148",244
2018-03-20,email,"1,432",295,221,277,105
2017-03-07,partner,"1,430","1,430","1,205","1,140",216
2018-04-08,cpc,"1,429",689,535,456,89
2017-03-30,partner,"1,428","1,427","1,169","1,125",217
2018-01-25,partner,"1,428","1,382","1,157","1,103",225
2017-01-03,partner,"1,428","1,428","1,193","1,127",231
2017-03-01,partner,"1,427","1,427","1,152","1,128",219
2017-10-25,partner,"1,426","1,426","1,178","1,106",239
2017-10-01,cpc,"1,426",930,755,663,134
2017-11-28,cpc,"1,425",861,699,680,148
2017-02-16,partner,"1,425","1,425","1,196","1,112",231
2017-08-21,partner,"1,422","1,422","1,176","1,120",238
2017-03-02,partner,"1,422","1,422","1,187","1,133",226
2017-07-31,partner,"1,419","1,419","1,165","1,098",231
2018-02-18,cpc,"1,418",863,689,569,115
2017-11-11,display,"1,418",34,6,5,0
2018-03-17,cpc,"1,417",639,499,435,80
2017-08-22,partner,"1,417","1,417","1,190","1,133",218
2017-01-04,partner,"1,416","1,416","1,175","1,073",201
2017-11-23,cpc,"1,415",891,696,674,154
2017-08-14,partner,"1,415","1,415","1,170","1,106",231
2017-11-11,email,"1,415",121,73,53,17
2017-08-25,cpc,"1,413",845,677,625,148
2017-03-09,partner,"1,412","1,412","1,167","1,095",182
2017-12-05,email,"1,412",82,55,64,17
2018-03-09,partner,"1,412","1,352","1,107","1,058",225
2018-05-15,partner,"1,411","1,338","1,136","1,103",223
2017-01-13,partner,"1,410","1,410","1,140","1,059",174
2017-06-28,partner,"1,409","1,409","1,177","1,110",196
2017-07-26,partner,"1,408","1,408","1,147","1,102",226
2018-04-07,cpc,"1,407",629,475,393,80
2017-08-15,partner,"1,407","1,407","1,188","1,130",217
2017-06-05,partner,"1,404","1,402","1,196","1,135",218
2017-09-24,cpc,"1,403",886,700,582,115
2018-01-07,cpc,"1,402",816,646,562,104
2018-06-03,cpc,"1,397",708,556,490,94
2017-07-19,partner,"1,397","1,397","1,166","1,111",211
2018-01-14,cpc,"1,396",869,704,591,117
2017-11-23,partner,"1,395","1,393","1,157","1,136",255
2017-07-29,email,"1,395",176,92,78,12
2018-04-20,cpc,"1,394",733,556,532,143
2017-06-06,partner,"1,394","1,395","1,149","1,069",194
2017-07-05,partner,"1,392","1,392","1,135","1,070",193
2017-05-20,display,"1,388",66,14,11,3
2018-05-10,email,"1,385",137,85,87,25
2017-12-06,partner,"1,383","1,379","1,145","1,073",234
2017-04-25,partner,"1,383","1,382","1,122","1,075",183
2017-07-17,partner,"1,383","1,383","1,136","1,066",204
2018-05-20,cpc,"1,382",650,533,451,90
2017-08-01,partner,"1,380","1,380","1,126","1,090",228
2017-06-27,partner,"1,378","1,378","1,153","1,127",188
2017-09-06,email,"1,378",256,160,136,28
2017-11-29,cpc,"1,377",817,644,639,172
2018-01-05,partner,"1,373","1,367","1,170","1,090",246
2017-10-24,display,"1,372",42,15,14,5
2017-07-24,partner,"1,369","1,369","1,135","1,113",197
2017-04-05,partner,"1,369","1,369","1,120","1,040",194
2018-01-26,cpc,"1,368",736,578,553,142
2018-04-18,partner,"1,365","1,310","1,133","1,110",231
2018-04-02,partner,"1,365","1,266","1,092","1,026",216
2017-06-12,partner,"1,361","1,361","1,098","1,039",192
2017-12-04,cpc,"1,361",860,684,659,168
2017-01-05,partner,"1,361","1,361","1,133","1,058",198
2017-05-02,partner,"1,359","1,359","1,130","1,092",200
2017-07-30,cpc,"1,357",726,583,500,81
2018-03-24,cpc,"1,353",636,498,425,93
2017-10-26,partner,"1,351","1,350","1,138","1,082",215
2018-01-13,email,"1,349",96,48,55,18
2017-07-25,partner,"1,348","1,348","1,110","1,039",216
2017-01-08,cpc,"1,347",865,718,615,104
2017-03-16,partner,"1,346","1,344","1,093","1,035",194
2017-09-08,partner,"1,343","1,343","1,104","1,033",231
2017-06-29,partner,"1,341","1,341","1,114","1,013",177
2017-10-30,display,"1,341",30,7,7,3
2017-08-23,partner,"1,341","1,341","1,113","1,038",209
2017-01-29,cpc,"1,341",900,757,633,91
2018-04-23,email,"1,340",91,65,84,36
2017-07-12,partner,"1,338","1,338","1,091","1,000",184
2017-11-14,email,"1,337",132,71,72,21
2017-07-18,partner,"1,335","1,335","1,113","1,050",229
2018-03-02,partner,"1,334","1,259","1,069","1,032",243
2018-01-12,partner,"1,327","1,316","1,120","1,076",204
2017-12-11,partner,"1,326","1,317","1,076","1,010",206
2017-06-26,partner,"1,326","1,326","1,116","1,059",199
2017-05-30,partner,"1,324","1,323","1,113","1,067",180
2017-04-27,partner,"1,324","1,323","1,026",987,172
2017-09-15,partner,"1,324","1,324","1,108","1,032",222
2017-05-03,partner,"1,323","1,323","1,065","1,025",195
2018-04-15,cpc,"1,323",607,486,414,81
2017-02-03,partner,"1,321","1,321","1,064",998,193
2017-05-22,partner,"1,321","1,320","1,049","1,025",191
2017-07-20,partner,"1,321","1,321","1,073","1,037",202
2018-05-13,cpc,"1,317",685,535,447,89
2018-05-11,partner,"1,317","1,256","1,064","1,027",219
2018-04-05,partner,"1,316","1,251","1,057","1,046",230
2017-10-27,display,"1,316",29,5,3,0
2018-04-19,partner,"1,314","1,245","1,031","1,013",237
2018-02-11,cpc,"1,314",809,669,554,100
2018-01-07,social,"1,314",15,8,5,0
2017-10-26,display,"1,313",30,11,12,2
2018-02-02,partner,"1,313","1,273","1,065","1,019",202
2018-03-04,cpc,"1,312",808,646,521,97
2018-04-13,partner,"1,312","1,223","1,016",974,200
2017-11-29,partner,"1,310","1,309","1,080","1,028",215
2017-06-06,display,"1,309",82,29,29,7
2017-02-05,cpc,"1,309",899,748,626,112
2017-11-18,display,"1,309",36,10,7,1
2017-05-21,display,"1,308",66,15,13,1
2017-12-11,cpc,"1,307",779,626,610,160
2017-05-14,cpc,"1,306",797,639,525,90
2018-05-12,cpc,"1,306",633,485,451,91
2018-02-27,email,"1,305",92,51,64,27
2017-11-03,partner,"1,302","1,297","1,049","1,000",249
2017-02-12,cpc,"1,302",856,738,631,103
2018-04-10,email,"1,301",94,68,81,33
2018-01-19,partner,"1,301","1,266","1,045","1,033",199
2017-02-09,partner,"1,300","1,300","1,062","1,049",206
2018-04-27,partner,"1,299","1,236","1,042","1,012",222
2017-09-03,cpc,"1,299",841,674,569,99
2018-02-16,partner,"1,298","1,247","1,027",981,231
2017-05-16,partner,"1,298","1,298","1,071","1,007",172
2017-03-15,partner,"1,296","1,296","1,065",979,185
2017-04-19,partner,"1,296","1,296","1,078","1,035",210
2017-05-09,partner,"1,294","1,294","1,056","1,030",183
2017-02-14,partner,"1,293","1,293","1,074","1,064",203
2017-06-11,cpc,"1,292",828,681,587,89
2017-08-24,partner,"1,291","1,291","1,075","1,000",202
2017-04-20,partner,"1,290","1,289","1,043",970,202
2017-12-12,cpc,"1,290",762,584,560,138
2018-02-09,partner,"1,290","1,255","1,031",965,184
2017-12-05,partner,"1,289","1,284","1,076","1,058",230
2018-05-04,cpc,"1,284",680,548,541,154
2017-01-20,partner,"1,284","1,284","1,047",988,186
2018-02-28,email,"1,283",87,64,73,33
2017-10-13,partner,"1,283","1,283","1,055","1,009",222
2017-11-30,partner,"1,282","1,279","1,073","1,030",228
2017-09-29,partner,"1,282","1,282","1,066",983,208
2017-09-10,cpc,"1,282",915,735,613,118
2018-01-26,partner,"1,281","1,244","1,014",981,205
2017-05-13,cpc,"1,278",734,591,506,91
2018-02-23,partner,"1,277","1,218","1,019",946,192
2017-04-10,partner,"1,276","1,276","1,039","1,016",203
2017-06-20,partner,"1,275","1,275","1,090",985,176
2017-12-06,cpc,"1,275",749,591,578,159
2018-02-25,email,"1,273",69,48,43,11
2017-06-25,cpc,"1,271",823,680,566,98
2018-01-06,cpc,"1,270",713,559,476,89
2017-05-21,cpc,"1,269",765,629,536,83
2017-05-17,partner,"1,268","1,267","1,029",986,187
2017-04-18,partner,"1,268","1,268","1,052","1,011",185
2017-12-07,partner,"1,265","1,254","1,029","1,022",185
2017-07-06,partner,"1,264","1,264","1,021",978,192
2017-03-23,partner,"1,263","1,263","1,044",998,194
2017-04-26,partner,"1,263","1,263","1,015",966,180
2017-05-14,display,"1,263",47,11,11,2
2017-03-31,partner,"1,262","1,261","1,014","1,000",219
2017-10-15,cpc,"1,262",855,680,572,135
2017-08-16,partner,"1,261","1,261","1,033",982,210
2017-10-06,partner,"1,260","1,260","1,072","1,054",227
2017-01-27,partner,"1,259","1,259","1,016",985,208
2017-12-13,cpc,"1,259",748,602,554,149
2017-05-23,display,"1,258",50,14,18,6
2017-01-15,cpc,"1,255",853,712,596,91
2017-08-17,partner,"1,254","1,254","1,043",986,166
2018-02-25,cpc,"1,254",794,622,538,102
2018-01-13,cpc,"1,253",722,553,510,112
2017-11-17,cpc,"1,252",776,611,579,157
2017-04-06,partner,"1,250","1,250",976,958,168
2017-10-20,partner,"1,250","1,250","1,014",968,194
2017-05-15,display,"1,250",50,22,24,5
2018-04-06,partner,"1,248","1,182",999,975,221
2017-06-01,partner,"1,246","1,245","1,012",959,188
2017-10-25,display,"1,244",26,3,3,0
2018-02-10,cpc,"1,242",712,562,456,84
2017-10-07,display,"1,241",32,4,3,0
2017-05-29,display,"1,241",69,23,17,2
2017-04-11,partner,"1,239","1,238","1,017",960,189
2017-06-15,partner,"1,239","1,239","1,018",959,188
2018-01-20,cpc,"1,236",734,576,497,82
2018-06-01,partner,"1,232","1,180","1,005",952,232
2017-09-22,partner,"1,231","1,231","1,023",953,175
2017-04-12,partner,"1,225","1,225","1,011",963,196
2017-07-27,partner,"1,222","1,222","1,017",945,190
2017-11-21,display,"1,222",26,8,9,0
2017-05-20,cpc,"1,221",727,579,499,80
2017-12-05,cpc,"1,221",730,581,548,133
2018-05-28,cpc,"1,221",626,492,454,105
2017-06-08,partner,"1,220","1,220","1,009",944,155
2017-05-11,display,"1,219",39,10,5,1
2017-05-28,display,"1,218",42,6,6,0
2017-01-06,partner,"1,215","1,215","1,029",949,160
2018-02-24,email,"1,214",61,41,39,13
2017-11-17,partner,"1,214","1,209","1,014",972,225
2017-06-28,email,"1,214",70,41,53,18
2018-03-21,email,"1,213",235,194,265,133
2018-03-18,partner,"1,213","1,138",987,911,158
2017-03-10,partner,"1,213","1,213",969,942,194
2017-10-22,cpc,"1,212",811,675,566,96
2018-05-21,email,"1,211",122,81,112,33
2018-05-20,email,"1,211",121,79,71,18
2017-02-10,partner,"1,211","1,211",987,960,178
2017-06-14,partner,"1,209","1,208","1,003",951,185
2018-04-29,cpc,"1,209",714,588,495,102
2017-01-22,cpc,"1,209",832,672,557,93
2017-03-03,partner,"1,208","1,208","1,005",961,184
2017-06-21,partner,"1,208","1,208","1,011",987,191
2017-01-07,cpc,"1,208",733,611,509,82
2017-05-13,display,"1,208",35,13,9,1
2017-06-13,partner,"1,207","1,207","1,028",979,167
2018-02-04,cpc,"1,207",726,571,497,93
2017-11-10,partner,"1,207","1,200",981,931,180
2017-10-08,cpc,"1,206",820,652,550,126
2017-07-13,partner,"1,206","1,206","1,006",944,166
2018-02-17,cpc,"1,206",687,548,464,81
2017-08-10,partner,"1,205","1,205",991,909,164
2017-05-31,partner,"1,204","1,204","1,010",981,234
2017-11-01,display,"1,202",37,13,12,2
2017-10-10,display,"1,200",27,9,11,1
2017-12-18,cpc,"1,200",682,510,508,135
2017-11-16,cpc,"1,199",740,595,584,162
2017-06-19,partner,"1,194","1,194","1,007",969,190
2017-09-01,partner,"1,193","1,193",997,959,212
2017-10-29,cpc,"1,193",772,639,540,99
2017-06-03,cpc,"1,193",692,527,462,89
2018-06-02,cpc,"1,192",579,458,399,80
2017-07-09,cpc,"1,190",765,642,542,83
2017-11-19,display,"1,189",30,9,11,3
2017-06-22,partner,"1,188","1,188","1,011",941,189
2017-02-11,cpc,"1,187",795,649,572,88
2018-05-25,partner,"1,186","1,129",948,868,182
2017-06-04,cpc,"1,185",698,587,507,64
2017-09-23,cpc,"1,185",763,572,474,90
2017-12-12,partner,"1,180","1,173",966,918,197
2017-11-05,cpc,"1,179",772,597,502,104
2017-05-18,display,"1,178",47,16,19,6
2017-07-23,cpc,"1,174",747,593,510,81
2017-11-30,cpc,"1,174",698,522,536,149
2018-01-21,partner,"1,174","1,124",954,882,129
2017-10-21,cpc,"1,171",764,592,510,103
2017-01-29,social,"1,171",62,36,16,0
2017-05-12,display,"1,167",42,9,10,2
2017-09-30,cpc,"1,167",756,586,527,118
2017-11-04,display,"1,166",35,10,8,3
2017-12-14,cpc,"1,165",675,511,467,112
2017-04-21,partner,"1,165","1,165",947,891,157
2017-06-07,partner,"1,165","1,165",953,900,168
2017-02-25,email,"1,162",276,175,106,15
2017-12-19,cpc,"1,160",654,507,490,113
2017-05-04,partner,"1,157","1,157",924,863,168
2017-05-27,display,"1,156",59,9,6,0
2017-05-11,partner,"1,155","1,154",941,912,145
2017-01-28,cpc,"1,154",716,587,489,91
2017-07-29,cpc,"1,153",668,486,424,79
2017-11-02,display,"1,151",35,14,15,2
2017-10-08,display,"1,150",33,8,5,0
2018-05-18,partner,"1,150","1,100",923,875,207
2017-01-02,cpc,"1,146",820,696,558,93
2017-12-13,partner,"1,146","1,138",919,880,170
2017-06-10,cpc,"1,145",729,574,485,75
2017-08-13,display,"1,144",69,21,13,2
2017-10-10,email,"1,140",107,70,84,32
2017-05-24,display,"1,140",53,14,15,5
2017-12-07,cpc,"1,140",703,531,494,130
2017-07-02,cpc,"1,139",773,661,554,101
2018-04-02,cpc,"1,139",618,485,405,87
2017-03-17,partner,"1,138","1,138",913,867,155
2017-05-18,partner,"1,138","1,138",918,893,170
2018-03-30,partner,"1,138","1,063",889,819,147
2017-02-17,partner,"1,137","1,137",937,908,181
2018-03-03,cpc,"1,134",644,490,416,75
2018-01-28,cpc,"1,132",688,533,463,96
2017-05-17,display,"1,132",45,18,16,1
2017-11-17,display,"1,129",37,4,10,1
2018-05-04,partner,"1,129","1,075",933,908,187
2017-04-03,email,"1,129",98,53,63,31
2017-07-07,partner,"1,128","1,128",918,848,162
2017-11-09,email,"1,125",101,56,53,22
2018-03-10,cpc,"1,124",702,525,447,97
2017-11-12,cpc,"1,124",723,561,479,107
2017-10-11,display,"1,123",32,9,9,2
2017-10-20,display,"1,122",32,12,13,6
2017-11-10,display,"1,122",34,11,14,3
2017-05-12,partner,"1,118","1,118",873,818,169
2017-05-23,partner,"1,115","1,114",898,885,177
2017-07-28,partner,"1,114","1,114",907,833,159
2018-03-06,email,"1,113",150,99,101,34
2017-07-21,partner,"1,111","1,111",906,822,164
2017-10-27,partner,"1,110","1,110",902,872,196
2017-05-24,partner,"1,110","1,110",871,826,166
2017-06-24,cpc,"1,110",717,581,511,106
2017-02-04,cpc,"1,110",735,607,497,95
2017-05-27,cpc,"1,109",527,413,377,65
2017-11-03,display,"1,108",22,6,10,4
2017-11-23,display,"1,107",31,10,9,4
2017-01-14,cpc,"1,107",716,585,492,76
2017-05-10,partner,"1,106","1,106",925,858,139
2017-06-13,display,"1,104",52,18,15,5
2017-10-07,cpc,"1,103",707,558,474,94
2017-09-17,cpc,"1,101",743,614,513,91
2017-07-01,cpc,"1,098",698,570,497,102
2017-10-09,display,"1,098",20,7,7,0
2018-03-04,partner,"1,096","1,022",857,799,134
2018-03-11,cpc,"1,095",723,572,485,78
2017-05-25,display,"1,095",65,23,18,4
2017-05-19,display,"1,092",51,8,7,1
2017-05-28,cpc,"1,091",556,448,375,50
2018-02-24,cpc,"1,090",677,529,453,87
2017-11-22,display,"1,088",37,11,13,2
2017-12-14,partner,"1,086","1,076",881,848,181
2017-12-29,cpc,"1,086",592,446,406,73
2017-05-10,display,"1,084",41,14,8,0
2017-08-14,display,"1,084",77,34,33,5
2017-07-22,cpc,"1,082",672,527,479,90
2017-10-18,display,"1,076",29,4,5,1
2017-08-20,cpc,"1,075",714,566,468,79
2017-11-24,partner,"1,075","1,072",890,857,214
2017-09-23,display,"1,073",30,5,4,1
2017-07-16,cpc,"1,072",720,573,491,83
2017-02-24,partner,"1,072","1,072",876,836,181
2018-03-11,partner,"1,072","1,012",831,745,123
2017-04-28,partner,"1,071","1,070",833,783,163
2017-11-16,partner,"1,071","1,066",891,923,193
2017-08-11,partner,"1,070","1,070",884,809,146
2017-08-25,partner,"1,070","1,070",899,840,197
2017-09-24,display,"1,069",37,7,7,2
2017-12-20,cpc,"1,069",604,458,435,97
2018-05-26,cpc,"1,069",546,421,356,75
2017-08-18,partner,"1,069","1,069",902,849,177
2017-09-09,cpc,"1,069",705,550,491,105
2017-12-01,partner,"1,068","1,067",914,869,190
2017-06-23,partner,"1,066","1,066",866,804,167
2017-11-20,display,"1,065",24,9,12,6
2017-06-02,partner,"1,062","1,062",883,823,148
2017-03-24,partner,"1,062","1,062",848,811,171
2018-04-14,cpc,"1,061",428,335,316,63
2017-04-13,partner,"1,057","1,056",830,768,136
2017-05-22,display,"1,056",42,25,26,3
2017-12-28,cpc,"1,056",597,458,417,85
2018-02-03,cpc,"1,053",573,454,394,89
2017-11-19,cpc,"1,053",670,520,438,93
2017-10-01,partner,"1,053","1,053",898,810,173
2017-08-13,cpc,"1,050",686,570,473,75
2018-03-17,partner,"1,049",975,832,792,126
2017-02-28,cpc,"1,048",605,488,572,165
2017-05-16,display,"1,048",52,20,13,1
2017-11-04,cpc,"1,048",657,518,461,86
2018-04-22,cpc,"1,046",630,500,436,84
2018-04-20,partner,"1,044",989,835,808,194
2017-12-18,partner,"1,043","1,038",869,870,193
2018-01-14,partner,"1,043","1,034",869,780,139
2017-01-21,cpc,"1,041",713,579,504,95
2017-10-31,display,"1,041",25,10,8,3
2017-08-28,cpc,"1,040",702,575,484,79
2017-01-15,partner,"1,035","1,035",860,777,115
2018-01-28,partner,"1,034",984,838,787,144
2018-04-15,partner,"1,032",963,817,752,138
2017-10-11,email,"1,031",251,188,225,86
2017-11-24,display,"1,029",23,7,7,1
2017-05-26,display,"1,029",60,13,9,2
2017-11-11,cpc,"1,027",662,511,459,112
2017-08-06,partner,"1,027","1,027",652,530,99
2017-07-16,display,"1,026",33,10,12,1
2017-06-07,display,"1,025",55,25,27,4
2017-01-22,partner,"1,024","1,024",888,773,116
2017-08-06,cpc,"1,022",620,476,406,78
2017-06-30,partner,"1,021","1,021",844,819,187
2018-05-19,cpc,"1,020",509,401,387,82
2018-05-27,cpc,"1,020",510,413,332,46
2017-10-14,cpc,"1,018",683,514,465,110
2018-03-25,partner,"1,016",958,814,713,133
2018-05-07,cpc,"1,016",487,360,339,72
2017-05-19,partner,"1,015","1,015",812,778,172
2017-06-10,display,"1,014",43,6,7,1
2017-08-19,cpc,"1,013",643,513,455,87
2018-04-29,partner,"1,010",955,836,741,139
2017-08-05,cpc,"1,004",604,452,402,83
2017-12-15,cpc,"1,000",549,416,383,94
2017-09-16,cpc,999,653,509,460,101
2018-04-28,cpc,997,565,439,388,93
2017-09-03,partner,994,994,838,775,151
2017-12-19,partner,991,984,827,803,174
2017-09-02,cpc,989,633,510,437,79
2018-02-18,partner,987,950,792,728,96
2017-07-23,display,986,38,10,6,1
2017-11-15,email,985,125,71,65,23
2017-11-24,cpc,985,586,453,468,126
2017-07-14,partner,984,984,808,770,151
2017-10-06,display,984,31,13,13,5
2017-03-05,partner,979,979,819,737,115
2017-04-24,social,976,25,15,7,2
2017-10-22,partner,974,974,806,725,128
2017-05-01,partner,973,973,724,640,113
2017-07-15,cpc,973,642,503,433,84
2017-05-05,partner,972,972,761,709,128
2017-12-08,cpc,971,568,444,433,100
2017-06-08,display,964,58,27,30,4
2017-07-08,cpc,963,584,477,412,83
2018-04-29,email,961,187,108,75,19
2017-09-10,partner,959,959,825,725,127
2017-10-04,display,959,20,5,8,2
2017-08-12,cpc,958,644,533,481,93
2018-03-10,partner,956,921,776,706,102
2017-07-11,display,954,48,14,17,2
2017-06-08,email,954,110,67,66,19
2017-10-19,display,954,36,12,13,3
2018-02-04,partner,950,916,784,714,125
2017-11-09,display,950,28,9,12,4
2018-03-24,partner,949,893,735,698,120
2017-12-08,partner,948,947,811,765,173
2017-07-15,display,948,40,9,12,1
2017-10-29,partner,944,944,807,739,124
2017-10-08,partner,942,942,777,710,142
2017-06-17,cpc,940,584,465,394,75
2017-11-05,partner,938,931,772,687,128
2017-01-29,partner,936,936,760,703,119
2017-08-05,partner,934,934,556,478,95
2017-05-25,partner,934,933,763,735,149
2018-05-28,partner,933,893,753,658,116
2018-01-07,partner,927,920,797,736,118
2018-02-11,partner,926,896,756,711,125
2017-09-21,display,926,32,11,12,3
2017-03-19,partner,924,924,768,707,106
2017-10-01,display,923,28,8,8,3
2018-04-22,partner,922,864,743,683,139
2017-09-24,partner,920,920,764,711,120
2017-03-12,partner,919,919,768,680,112
2017-11-19,partner,918,918,778,732,150
2018-05-05,cpc,916,370,280,247,61
2017-06-09,partner,916,916,746,712,127
2018-03-11,display,915,33,18,17,1
2017-07-14,display,914,43,13,11,3
2017-01-14,partner,913,913,764,706,124
2017-12-21,cpc,913,502,383,353,81
2017-11-28,email,912,93,45,51,25
2018-02-25,partner,912,857,719,685,120
2017-02-12,partner,912,912,741,671,128
2017-12-30,cpc,906,504,393,306,59
2017-06-11,display,905,32,8,8,2
2017-12-20,partner,904,898,760,722,157
2018-02-17,partner,902,853,695,657,107
2017-06-16,partner,902,902,743,684,126
2017-11-18,cpc,901,574,448,383,58
2017-09-17,partner,901,901,755,667,125
2018-01-23,email,901,105,76,95,29
2017-12-01,cpc,898,532,413,398,117
2017-04-07,partner,896,896,727,687,142
2018-03-08,display,894,23,9,5,1
2017-11-26,cpc,894,568,454,385,85
2017-07-12,display,891,52,23,25,8
2018-01-13,partner,890,885,759,708,133
2018-03-03,partner,889,850,738,665,92
2018-04-08,partner,888,838,741,686,107
2017-11-04,partner,887,884,741,700,137
2017-10-21,partner,887,887,714,642,132
2017-10-15,partner,884,884,751,696,131
2018-04-01,partner,883,826,720,662,79
2018-02-03,partner,882,856,705,650,120
2018-03-07,display,882,28,6,8,0
2017-11-14,display,881,41,15,14,3
2018-06-03,partner,878,833,748,659,108
2017-07-22,display,878,40,9,8,1
2018-03-31,partner,876,826,695,651,120
2017-09-30,display,875,18,3,2,0
2017-02-05,partner,873,873,703,645,121
2017-06-12,display,872,39,15,16,7
2017-10-05,display,872,27,13,16,2
2017-11-13,display,869,25,15,15,4
2018-04-28,partner,868,829,719,683,111
2017-02-04,partner,867,867,740,641,110
2017-02-26,partner,867,867,720,651,112
2017-10-07,partner,866,866,730,680,131
2017-01-08,partner,865,865,742,657,102
2017-09-26,email,864,73,35,51,24
2017-08-15,display,863,46,17,18,3
2017-12-15,partner,861,855,724,682,156
2017-09-20,display,860,32,12,8,3
2017-09-25,email,860,77,42,50,20
2017-07-17,display,859,42,14,19,6
2017-08-01,email,859,119,70,83,35
2017-11-12,partner,857,849,707,663,109
2018-01-20,partner,855,828,709,680,127
2017-07-23,partner,854,854,720,635,90
2017-07-21,display,853,34,6,5,2
2017-11-06,display,852,28,7,10,0
2018-01-01,cpc,852,510,400,314,44
2017-01-02,partner,850,850,713,637,101
2017-08-08,email,849,78,29,43,21
2017-06-27,email,848,73,33,37,17
2017-04-17,partner,848,848,626,582,121
2017-02-19,partner,848,848,695,644,85
2017-09-22,display,848,29,6,8,0
2017-01-21,partner,847,847,688,641,106
2018-01-06,partner,847,840,708,670,118
2017-12-03,partner,844,840,685,640,127
2018-03-10,display,842,26,8,7,0
2017-09-30,partner,842,842,703,645,148
2017-06-18,cpc,842,515,423,371,66
2018-02-10,partner,842,800,674,635,93
2017-11-08,display,841,30,7,5,0
2018-05-13,partner,841,790,666,604,111
2017-12-10,cpc,840,463,371,314,67
2018-03-09,display,840,29,10,10,2
2018-04-21,cpc,838,501,385,333,60
2017-05-29,partner,837,837,709,645,107
2017-10-03,display,833,30,6,6,1
2018-03-06,display,829,26,10,9,1
2017-09-16,partner,825,825,682,649,126
2017-01-07,partner,825,825,680,631,119
2017-01-28,partner,824,824,691,645,102
2017-03-11,email,823,156,108,84,14
2017-11-18,partner,823,823,682,640,103
2017-12-28,partner,822,813,692,680,131
2017-09-25,display,821,34,9,13,2
2017-07-19,display,821,31,9,14,1
2018-04-25,email,821,96,53,70,31
2017-07-18,display,820,35,7,8,1
2017-03-16,email,820,175,109,96,22
2017-08-28,partner,820,820,653,610,117
2017-12-21,partner,819,807,680,631,150
2017-12-27,cpc,819,437,329,321,74
2017-11-11,partner,813,809,664,613,114
2017-09-16,email,812,48,26,32,13
2017-08-26,cpc,812,515,418,374,70
2018-05-20,partner,811,763,665,605,89
2017-09-23,partner,810,810,682,626,121
2017-04-02,partner,809,809,663,597,111
2017-02-18,partner,808,808,651,585,112
2017-07-20,display,807,28,9,8,1
2018-01-27,partner,807,775,648,607,109
2017-11-26,partner,804,801,660,607,116
2017-07-11,email,801,73,41,52,17
2018-04-07,partner,801,757,644,598,111
2017-09-27,display,800,25,5,7,1
2018-02-07,email,800,163,112,133,48
2017-10-14,partner,799,799,653,583,105
2017-09-26,display,799,22,5,10,4
2017-07-30,display,799,25,2,2,0
2017-06-09,display,796,33,13,15,5
2018-01-27,cpc,795,508,412,385,93
2018-06-02,partner,795,744,653,589,132
2017-07-13,display,795,30,11,11,0
2017-03-04,partner,795,795,657,589,100
2017-07-30,partner,794,794,647,585,101
2018-05-12,partner,794,752,644,606,121
2018-04-14,partner,793,734,628,596,110
2018-02-24,partner,793,742,613,570,93
2017-07-09,partner,791,791,653,573,93
2017-05-09,email,791,50,35,34,11
2017-11-16,display,790,33,11,12,3
2018-03-12,display,788,20,7,7,2
2018-01-08,social,785,5,3,0,0
2017-07-15,partner,784,784,630,558,88
2017-11-15,display,782,26,11,16,4
2017-09-10,display,781,32,11,9,1
2017-12-29,partner,780,768,639,626,142
2017-09-17,display,779,20,9,8,0
2017-12-03,cpc,776,493,390,331,64
2018-03-13,display,775,26,10,8,1
2017-02-25,partner,773,773,612,570,112
2017-08-07,display,772,32,15,15,2
2017-09-09,partner,772,772,633,594,100
2017-07-29,display,771,24,5,3,0
2017-08-27,cpc,771,493,395,340,55
2017-07-16,partner,770,770,661,590,101
2017-10-28,partner,765,765,631,600,105
2017-07-22,partner,763,763,629,574,84
2017-08-03,display,760,44,21,19,3
2017-02-07,email,758,100,47,64,34
2018-05-22,email,757,106,72,97,35
2017-07-26,display,756,33,9,9,2
2018-04-11,email,755,58,37,60,38
2017-05-26,partner,755,755,614,592,130
2017-09-09,display,754,35,14,11,1
2017-01-10,email,753,105,65,96,29
2017-09-03,display,750,24,11,10,2
2017-02-11,partner,749,749,638,583,91
2017-06-26,email,747,61,30,38,16
2017-07-04,email,745,84,47,56,16
2017-08-20,partner,744,744,624,557,93
2018-05-06,cpc,743,306,231,196,35
2018-03-07,email,742,137,88,86,24
